Border,Date,Measure,Value,Average
US-Mexico Border,05/01/2014 12:00:00 AM,Trains,858,714
US-Mexico Border,05/01/2013 12:00:00 AM,Personal Vehicle Passengers,10094092,14066965
US-Mexico Border,05/01/2013 12:00:00 AM,Personal Vehicles,5542514,6519045
US-Canada Border,05/01/2013 12:00:00 AM,Personal Vehicle Passengers,5144359,4770273
US-Mexico Border,05/01/2013 12:00:00 AM,Pedestrians,3336831,3740532
US-Canada Border,05/01/2013 12:00:00 AM,Personal Vehicles,2860420,2321425
US-Canada Border,05/01/2013 12:00:00 AM,Trucks,495376,511602
US-Mexico Border,05/01/2013 12:00:00 AM,Trucks,462653,397816
US-Canada Border,05/01/2013 12:00:00 AM,Truck Containers Full,348887,380695
US-Mexico Border,05/01/2013 12:00:00 AM,Truck Containers Full,329269,255295
US-Canada Border,05/01/2013 12:00:00 AM,Bus Passengers,251514,222683
US-Mexico Border,05/01/2013 12:00:00 AM,Bus Passengers,228245,236365
US-Mexico Border,05/01/2013 12:00:00 AM,Truck Containers Empty,137914,139593
US-Canada Border,05/01/2013 12:00:00 AM,Rail Containers Full,126913,107715
US-Canada Border,05/01/2013 12:00:00 AM,Truck Containers Empty,123881,86413
US-Canada Border,05/01/2013 12:00:00 AM,Rail Containers Empty,65924,42566
US-Canada Border,05/01/2013 12:00:00 AM,Pedestrians,40091,28679
US-Mexico Border,05/01/2013 12:00:00 AM,Rail Containers Full,37009,26639
US-Mexico Border,05/01/2013 12:00:00 AM,Rail Containers Empty,31148,30921
US-Canada Border,05/01/2013 12:00:00 AM,Train Passengers,27490,14580
US-Mexico Border,05/01/2013 12:00:00 AM,Buses,17577,19116
US-Canada Border,05/01/2013 12:00:00 AM,Buses,10706,9459
US-Canada Border,05/01/2013 12:00:00 AM,Trains,2696,2516
US-Mexico Border,05/01/2013 12:00:00 AM,Trains,805,713
US-Mexico Border,05/01/2013 12:00:00 AM,Train Passengers,388,1036
US-Mexico Border,05/01/2012 12:00:00 AM,Personal Vehicle Passengers,9456442,14108501
US-Mexico Border,05/01/2012 12:00:00 AM,Personal Vehicles,5267639,6530319
US-Canada Border,05/01/2012 12:00:00 AM,Personal Vehicle Passengers,5048697,4767765
US-Mexico Border,05/01/2012 12:00:00 AM,Pedestrians,3421853,3743403
US-Canada Border,05/01/2012 12:00:00 AM,Personal Vehicles,2779147,2317302
US-Canada Border,05/01/2012 12:00:00 AM,Trucks,505616,511656
US-Mexico Border,05/01/2012 12:00:00 AM,Trucks,460181,397254
US-Canada Border,05/01/2012 12:00:00 AM,Truck Containers Full,376336,380734
US-Mexico Border,05/01/2012 12:00:00 AM,Truck Containers Full,322166,254692
US-Canada Border,05/01/2012 12:00:00 AM,Bus Passengers,256879,222375
US-Mexico Border,05/01/2012 12:00:00 AM,Bus Passengers,222990,236486
US-Mexico Border,05/01/2012 12:00:00 AM,Truck Containers Empty,135225,139632
US-Canada Border,05/01/2012 12:00:00 AM,Rail Containers Full,112210,107675
US-Canada Border,05/01/2012 12:00:00 AM,Truck Containers Empty,112198,86181
US-Canada Border,05/01/2012 12:00:00 AM,Rail Containers Empty,59768,42411
US-Mexico Border,05/01/2012 12:00:00 AM,Rail Containers Empty,40321,30837
US-Canada Border,05/01/2012 12:00:00 AM,Pedestrians,39073,28585
US-Mexico Border,05/01/2012 12:00:00 AM,Rail Containers Full,33681,26575
US-Canada Border,05/01/2012 12:00:00 AM,Train Passengers,26609,14472
US-Mexico Border,05/01/2012 12:00:00 AM,Buses,17687,19129
US-Canada Border,05/01/2012 12:00:00 AM,Buses,11022,9445
US-Canada Border,05/01/2012 12:00:00 AM,Trains,2274,2519
US-Mexico Border,05/01/2012 12:00:00 AM,Trains,760,712
US-Mexico Border,05/01/2012 12:00:00 AM,Train Passengers,296,1042
US-Mexico Border,05/01/2011 12:00:00 AM,Personal Vehicle Passengers,9340649,14151845
US-Mexico Border,05/01/2011 12:00:00 AM,Personal Vehicles,5206244,6542356
US-Canada Border,05/01/2011 12:00:00 AM,Personal Vehicle Passengers,4875403,4766786
US-Mexico Border,05/01/2011 12:00:00 AM,Pedestrians,3320617,3747246
US-Canada Border,05/01/2011 12:00:00 AM,Personal Vehicles,2662854,2314160
US-Canada Border,05/01/2011 12:00:00 AM,Trucks,481860,511927
US-Mexico Border,05/01/2011 12:00:00 AM,Trucks,427866,396976
US-Canada Border,05/01/2011 12:00:00 AM,Truck Containers Full,355369,380965
US-Mexico Border,05/01/2011 12:00:00 AM,Truck Containers Full,292236,254351
US-Canada Border,05/01/2011 12:00:00 AM,Bus Passengers,256246,222067
US-Mexico Border,05/01/2011 12:00:00 AM,Bus Passengers,214348,236687
US-Mexico Border,05/01/2011 12:00:00 AM,Truck Containers Empty,127038,139746
US-Canada Border,05/01/2011 12:00:00 AM,Rail Containers Full,107994,107672
US-Canada Border,05/01/2011 12:00:00 AM,Truck Containers Empty,98289,86071
US-Canada Border,05/01/2011 12:00:00 AM,Rail Containers Empty,55148,42295
US-Mexico Border,05/01/2011 12:00:00 AM,Rail Containers Empty,36185,30788
US-Mexico Border,05/01/2011 12:00:00 AM,Rail Containers Full,31788,26528
US-Canada Border,05/01/2011 12:00:00 AM,Pedestrians,29349,28578
US-Canada Border,05/01/2011 12:00:00 AM,Train Passengers,26800,14360
US-Mexico Border,05/01/2011 12:00:00 AM,Buses,18228,19137
US-Canada Border,05/01/2011 12:00:00 AM,Buses,11562,9426
US-Canada Border,05/01/2011 12:00:00 AM,Trains,2240,2521
US-Mexico Border,05/01/2011 12:00:00 AM,Trains,708,712
US-Mexico Border,05/01/2011 12:00:00 AM,Train Passengers,317,1049
US-Mexico Border,05/01/2010 12:00:00 AM,Personal Vehicle Passengers,10887765,14181791
US-Mexico Border,05/01/2010 12:00:00 AM,Personal Vehicles,5493655,6551977
US-Canada Border,05/01/2010 12:00:00 AM,Personal Vehicle Passengers,4692168,4767471
US-Mexico Border,05/01/2010 12:00:00 AM,Pedestrians,3502885,3749488
US-Canada Border,05/01/2010 12:00:00 AM,Personal Vehicles,2401852,2313356
US-Canada Border,05/01/2010 12:00:00 AM,Trucks,469528,512316
US-Mexico Border,05/01/2010 12:00:00 AM,Trucks,406353,396890
US-Canada Border,05/01/2010 12:00:00 AM,Truck Containers Full,365603,381106
US-Mexico Border,05/01/2010 12:00:00 AM,Truck Containers Full,280548,254111
US-Canada Border,05/01/2010 12:00:00 AM,Bus Passengers,255618,221759
US-Mexico Border,05/01/2010 12:00:00 AM,Bus Passengers,205977,236969
US-Mexico Border,05/01/2010 12:00:00 AM,Truck Containers Empty,124036,139891
US-Canada Border,05/01/2010 12:00:00 AM,Rail Containers Full,101286,107730
US-Canada Border,05/01/2010 12:00:00 AM,Truck Containers Empty,97029,85970
US-Canada Border,05/01/2010 12:00:00 AM,Rail Containers Empty,49373,42231
US-Canada Border,05/01/2010 12:00:00 AM,Pedestrians,35087,28519
US-Mexico Border,05/01/2010 12:00:00 AM,Rail Containers Empty,34042,30758
US-Mexico Border,05/01/2010 12:00:00 AM,Rail Containers Full,27044,26523
US-Canada Border,05/01/2010 12:00:00 AM,Train Passengers,24297,14269
US-Mexico Border,05/01/2010 12:00:00 AM,Buses,17477,19152
US-Canada Border,05/01/2010 12:00:00 AM,Buses,11679,9405
US-Canada Border,05/01/2010 12:00:00 AM,Trains,2435,2522
US-Mexico Border,05/01/2010 12:00:00 AM,Trains,647,713
US-Mexico Border,05/01/2010 12:00:00 AM,Train Passengers,278,1056
US-Mexico Border,05/01/2009 12:00:00 AM,Personal Vehicle Passengers,11838435,14203489
US-Mexico Border,05/01/2009 12:00:00 AM,Personal Vehicles,5954295,6557511
US-Canada Border,05/01/2009 12:00:00 AM,Personal Vehicle Passengers,4670174,4768372
US-Mexico Border,05/01/2009 12:00:00 AM,Pedestrians,3457754,3752189
US-Canada Border,05/01/2009 12:00:00 AM,Personal Vehicles,2346355,2313050
US-Canada Border,05/01/2009 12:00:00 AM,Trucks,396308,513390
US-Mexico Border,05/01/2009 12:00:00 AM,Trucks,341601,397402
US-Canada Border,05/01/2009 12:00:00 AM,Truck Containers Full,309367,381770
US-Canada Border,05/01/2009 12:00:00 AM,Bus Passengers,277709,221241
US-Mexico Border,05/01/2009 12:00:00 AM,Truck Containers Full,217776,254447
US-Mexico Border,05/01/2009 12:00:00 AM,Bus Passengers,179414,237501
US-Mexico Border,05/01/2009 12:00:00 AM,Truck Containers Empty,121711,140059
US-Canada Border,05/01/2009 12:00:00 AM,Rail Containers Full,80160,107986
US-Canada Border,05/01/2009 12:00:00 AM,Truck Containers Empty,79869,86027
US-Canada Border,05/01/2009 12:00:00 AM,Rail Containers Empty,40331,42248
US-Canada Border,05/01/2009 12:00:00 AM,Pedestrians,37133,28439
US-Mexico Border,05/01/2009 12:00:00 AM,Rail Containers Empty,25007,30812
US-Mexico Border,05/01/2009 12:00:00 AM,Buses,18635,19157
US-Canada Border,05/01/2009 12:00:00 AM,Train Passengers,18241,14232
US-Mexico Border,05/01/2009 12:00:00 AM,Rail Containers Full,18103,26601
US-Canada Border,05/01/2009 12:00:00 AM,Buses,11920,9382
US-Canada Border,05/01/2009 12:00:00 AM,Trains,1969,2527
US-Mexico Border,05/01/2009 12:00:00 AM,Trains,613,714
US-Mexico Border,05/01/2009 12:00:00 AM,Train Passengers,373,1062
US-Mexico Border,05/01/2008 12:00:00 AM,Personal Vehicle Passengers,13372873,14211251
US-Mexico Border,05/01/2008 12:00:00 AM,Personal Vehicles,6697505,6556203
US-Canada Border,05/01/2008 12:00:00 AM,Personal Vehicle Passengers,5216129,4764187
US-Mexico Border,05/01/2008 12:00:00 AM,Pedestrians,3884000,3750957
US-Canada Border,05/01/2008 12:00:00 AM,Personal Vehicles,2560128,2310741
US-Canada Border,05/01/2008 12:00:00 AM,Trucks,516173,513364
US-Mexico Border,05/01/2008 12:00:00 AM,Trucks,434920,397051
US-Canada Border,05/01/2008 12:00:00 AM,Truck Containers Full,415365,381456
US-Canada Border,05/01/2008 12:00:00 AM,Bus Passengers,355655,219985
US-Mexico Border,05/01/2008 12:00:00 AM,Bus Passengers,324361,236690
US-Mexico Border,05/01/2008 12:00:00 AM,Truck Containers Full,274857,254256
US-Mexico Border,05/01/2008 12:00:00 AM,Truck Containers Empty,155709,139913
US-Canada Border,05/01/2008 12:00:00 AM,Rail Containers Full,117068,107901
US-Canada Border,05/01/2008 12:00:00 AM,Truck Containers Empty,94066,85952
US-Canada Border,05/01/2008 12:00:00 AM,Rail Containers Empty,53272,42145
US-Canada Border,05/01/2008 12:00:00 AM,Pedestrians,47220,28263
US-Mexico Border,05/01/2008 12:00:00 AM,Rail Containers Empty,40163,30724
US-Mexico Border,05/01/2008 12:00:00 AM,Rail Containers Full,28890,26580
US-Mexico Border,05/01/2008 12:00:00 AM,Buses,23271,19118
US-Canada Border,05/01/2008 12:00:00 AM,Train Passengers,22373,14156
US-Canada Border,05/01/2008 12:00:00 AM,Buses,12775,9350
US-Canada Border,05/01/2008 12:00:00 AM,Trains,2702,2525
US-Mexico Border,05/01/2008 12:00:00 AM,Train Passengers,1278,1060
US-Mexico Border,05/01/2008 12:00:00 AM,Trains,901,712
US-Mexico Border,05/01/2007 12:00:00 AM,Personal Vehicle Passengers,14395843,14209510
US-Mexico Border,05/01/2007 12:00:00 AM,Personal Vehicles,7140581,6550690
US-Canada Border,05/01/2007 12:00:00 AM,Personal Vehicle Passengers,5316722,4758974
US-Mexico Border,05/01/2007 12:00:00 AM,Pedestrians,4013418,3748481
US-Canada Border,05/01/2007 12:00:00 AM,Personal Vehicles,2487147,2309077
US-Canada Border,05/01/2007 12:00:00 AM,Trucks,592961,512613
US-Canada Border,05/01/2007 12:00:00 AM,Truck Containers Full,483402,380494
US-Mexico Border,05/01/2007 12:00:00 AM,Trucks,439258,396653
US-Canada Border,05/01/2007 12:00:00 AM,Bus Passengers,393720,218346
US-Mexico Border,05/01/2007 12:00:00 AM,Truck Containers Full,273262,254077
US-Mexico Border,05/01/2007 12:00:00 AM,Bus Passengers,250618,236558
US-Mexico Border,05/01/2007 12:00:00 AM,Truck Containers Empty,161952,139705
US-Canada Border,05/01/2007 12:00:00 AM,Rail Containers Full,113921,107844
US-Canada Border,05/01/2007 12:00:00 AM,Truck Containers Empty,81495,85994
US-Canada Border,05/01/2007 12:00:00 AM,Rail Containers Empty,47495,42095
US-Canada Border,05/01/2007 12:00:00 AM,Pedestrians,44870,28107
US-Mexico Border,05/01/2007 12:00:00 AM,Rail Containers Empty,38180,30654
US-Mexico Border,05/01/2007 12:00:00 AM,Rail Containers Full,34472,26505
US-Canada Border,05/01/2007 12:00:00 AM,Train Passengers,24359,14060
US-Mexico Border,05/01/2007 12:00:00 AM,Buses,21278,19098
US-Canada Border,05/01/2007 12:00:00 AM,Buses,13803,9308
US-Canada Border,05/01/2007 12:00:00 AM,Trains,2708,2524
US-Mexico Border,05/01/2007 12:00:00 AM,Train Passengers,1778,1054
US-Mexico Border,05/01/2007 12:00:00 AM,Trains,934,710
US-Mexico Border,05/01/2006 12:00:00 AM,Personal Vehicle Passengers,14854291,14203369
US-Mexico Border,05/01/2006 12:00:00 AM,Personal Vehicles,7519061,6541467
US-Canada Border,05/01/2006 12:00:00 AM,Personal Vehicle Passengers,5380492,4753055
US-Mexico Border,05/01/2006 12:00:00 AM,Pedestrians,3677021,3749162
US-Canada Border,05/01/2006 12:00:00 AM,Personal Vehicles,2602915,2306278
US-Canada Border,05/01/2006 12:00:00 AM,Trucks,605389,511730
US-Canada Border,05/01/2006 12:00:00 AM,Truck Containers Full,521530,379151
US-Mexico Border,05/01/2006 12:00:00 AM,Trucks,421037,396421
US-Canada Border,05/01/2006 12:00:00 AM,Bus Passengers,359999,216997
US-Mexico Border,05/01/2006 12:00:00 AM,Truck Containers Full,283704,253795
US-Mexico Border,05/01/2006 12:00:00 AM,Bus Passengers,243546,236492
US-Mexico Border,05/01/2006 12:00:00 AM,Truck Containers Empty,138372,139717
US-Canada Border,05/01/2006 12:00:00 AM,Rail Containers Full,120126,107727
US-Canada Border,05/01/2006 12:00:00 AM,Truck Containers Empty,85111,86002
US-Canada Border,05/01/2006 12:00:00 AM,Rail Containers Empty,42617,42090
US-Mexico Border,05/01/2006 12:00:00 AM,Rail Containers Empty,35118,30611
US-Mexico Border,05/01/2006 12:00:00 AM,Rail Containers Full,34672,26427
US-Canada Border,05/01/2006 12:00:00 AM,Pedestrians,28750,28101
US-Canada Border,05/01/2006 12:00:00 AM,Train Passengers,23683,13968
US-Mexico Border,05/01/2006 12:00:00 AM,Buses,20802,19082
US-Canada Border,05/01/2006 12:00:00 AM,Buses,13299,9270
US-Canada Border,05/01/2006 12:00:00 AM,Trains,2812,2521
US-Mexico Border,05/01/2006 12:00:00 AM,Train Passengers,2072,1044
US-Mexico Border,05/01/2006 12:00:00 AM,Trains,894,708
US-Mexico Border,05/01/2005 12:00:00 AM,Personal Vehicle Passengers,15933763,14186731
US-Mexico Border,05/01/2005 12:00:00 AM,Personal Vehicles,7820784,6529166
US-Canada Border,05/01/2005 12:00:00 AM,Personal Vehicle Passengers,5024455,4750445
US-Mexico Border,05/01/2005 12:00:00 AM,Pedestrians,3735725,3749291
US-Canada Border,05/01/2005 12:00:00 AM,Personal Vehicles,2532348,2304105
US-Canada Border,05/01/2005 12:00:00 AM,Trucks,596880,510911
US-Canada Border,05/01/2005 12:00:00 AM,Truck Containers Full,509091,377902
US-Mexico Border,05/01/2005 12:00:00 AM,Trucks,396384,396421
US-Canada Border,05/01/2005 12:00:00 AM,Bus Passengers,388037,215352
US-Mexico Border,05/01/2005 12:00:00 AM,Bus Passengers,268499,236184
US-Mexico Border,05/01/2005 12:00:00 AM,Truck Containers Full,259426,253741
US-Mexico Border,05/01/2005 12:00:00 AM,Truck Containers Empty,134434,139768
US-Canada Border,05/01/2005 12:00:00 AM,Rail Containers Full,121928,107590
US-Canada Border,05/01/2005 12:00:00 AM,Truck Containers Empty,77594,86083
US-Canada Border,05/01/2005 12:00:00 AM,Pedestrians,54966,27842
US-Canada Border,05/01/2005 12:00:00 AM,Rail Containers Empty,42790,42083
US-Mexico Border,05/01/2005 12:00:00 AM,Rail Containers Empty,34214,30577
US-Mexico Border,05/01/2005 12:00:00 AM,Rail Containers Full,29946,26393
US-Canada Border,05/01/2005 12:00:00 AM,Train Passengers,20772,13903
US-Mexico Border,05/01/2005 12:00:00 AM,Buses,20329,19070
US-Canada Border,05/01/2005 12:00:00 AM,Buses,15248,9213
US-Canada Border,05/01/2005 12:00:00 AM,Trains,2785,2518
US-Mexico Border,05/01/2005 12:00:00 AM,Train Passengers,1267,1042
US-Mexico Border,05/01/2005 12:00:00 AM,Trains,834,707
US-Mexico Border,05/01/2004 12:00:00 AM,Personal Vehicle Passengers,16527608,14164004
US-Mexico Border,05/01/2004 12:00:00 AM,Personal Vehicles,7817421,6516659
US-Canada Border,05/01/2004 12:00:00 AM,Personal Vehicle Passengers,5240205,4745690
US-Mexico Border,05/01/2004 12:00:00 AM,Pedestrians,3994829,3746907
US-Canada Border,05/01/2004 12:00:00 AM,Personal Vehicles,2574290,2301482
US-Canada Border,05/01/2004 12:00:00 AM,Trucks,590540,510138
US-Canada Border,05/01/2004 12:00:00 AM,Truck Containers Full,501015,376706
US-Canada Border,05/01/2004 12:00:00 AM,Bus Passengers,387322,213683
US-Mexico Border,05/01/2004 12:00:00 AM,Trucks,376800,396611
US-Mexico Border,05/01/2004 12:00:00 AM,Bus Passengers,264844,235906
US-Mexico Border,05/01/2004 12:00:00 AM,Truck Containers Full,239846,253876
US-Mexico Border,05/01/2004 12:00:00 AM,Truck Containers Empty,135992,139805
US-Canada Border,05/01/2004 12:00:00 AM,Rail Containers Full,127405,107398
US-Canada Border,05/01/2004 12:00:00 AM,Pedestrians,97398,27167
US-Canada Border,05/01/2004 12:00:00 AM,Truck Containers Empty,77222,86169
US-Canada Border,05/01/2004 12:00:00 AM,Rail Containers Empty,41995,42084
US-Mexico Border,05/01/2004 12:00:00 AM,Rail Containers Empty,31280,30570
US-Mexico Border,05/01/2004 12:00:00 AM,Rail Containers Full,28184,26376
US-Mexico Border,05/01/2004 12:00:00 AM,Buses,21827,19043
US-Canada Border,05/01/2004 12:00:00 AM,Train Passengers,14678,13895
US-Canada Border,05/01/2004 12:00:00 AM,Buses,14526,9161
US-Canada Border,05/01/2004 12:00:00 AM,Trains,2852,2515
US-Mexico Border,05/01/2004 12:00:00 AM,Train Passengers,1057,1042
US-Mexico Border,05/01/2004 12:00:00 AM,Trains,666,707
US-Mexico Border,05/01/2003 12:00:00 AM,Personal Vehicle Passengers,16925322,14136932
US-Mexico Border,05/01/2003 12:00:00 AM,Personal Vehicles,7644265,6505604
US-Canada Border,05/01/2003 12:00:00 AM,Personal Vehicle Passengers,4987387,4743321
US-Mexico Border,05/01/2003 12:00:00 AM,Pedestrians,4086848,3743575
US-Canada Border,05/01/2003 12:00:00 AM,Personal Vehicles,2415046,2300368
US-Canada Border,05/01/2003 12:00:00 AM,Trucks,583294,509421
US-Canada Border,05/01/2003 12:00:00 AM,Truck Containers Full,500697,375491
US-Mexico Border,05/01/2003 12:00:00 AM,Trucks,363131,396940
US-Canada Border,05/01/2003 12:00:00 AM,Bus Passengers,348695,212359
US-Mexico Border,05/01/2003 12:00:00 AM,Bus Passengers,300542,235272
US-Mexico Border,05/01/2003 12:00:00 AM,Truck Containers Full,224542,254163
US-Mexico Border,05/01/2003 12:00:00 AM,Truck Containers Empty,140755,139796
US-Canada Border,05/01/2003 12:00:00 AM,Rail Containers Full,113758,107336
US-Canada Border,05/01/2003 12:00:00 AM,Truck Containers Empty,71623,86312
US-Canada Border,05/01/2003 12:00:00 AM,Pedestrians,69601,26751
US-Canada Border,05/01/2003 12:00:00 AM,Rail Containers Empty,42106,42084
US-Mexico Border,05/01/2003 12:00:00 AM,Rail Containers Empty,28450,30591
US-Mexico Border,05/01/2003 12:00:00 AM,Rail Containers Full,24693,26393
US-Mexico Border,05/01/2003 12:00:00 AM,Buses,24550,18989
US-Canada Border,05/01/2003 12:00:00 AM,Train Passengers,19404,13841
US-Canada Border,05/01/2003 12:00:00 AM,Buses,13821,9115
US-Canada Border,05/01/2003 12:00:00 AM,Trains,2879,2512
US-Mexico Border,05/01/2003 12:00:00 AM,Train Passengers,878,1043
US-Mexico Border,05/01/2003 12:00:00 AM,Trains,660,708
US-Mexico Border,05/01/2002 12:00:00 AM,Personal Vehicle Passengers,16756807,14110993
US-Mexico Border,05/01/2002 12:00:00 AM,Personal Vehicles,7620325,6494567
US-Canada Border,05/01/2002 12:00:00 AM,Personal Vehicle Passengers,5755071,4733304
US-Mexico Border,05/01/2002 12:00:00 AM,Pedestrians,4205787,3738998
US-Canada Border,05/01/2002 12:00:00 AM,Personal Vehicles,2789486,2295525
US-Canada Border,05/01/2002 12:00:00 AM,Trucks,623411,508292
US-Canada Border,05/01/2002 12:00:00 AM,Truck Containers Full,528963,373971
US-Canada Border,05/01/2002 12:00:00 AM,Bus Passengers,407117,210431
US-Mexico Border,05/01/2002 12:00:00 AM,Trucks,387629,397032
US-Mexico Border,05/01/2002 12:00:00 AM,Bus Passengers,319385,234439
US-Mexico Border,05/01/2002 12:00:00 AM,Truck Containers Full,230731,254395
US-Mexico Border,05/01/2002 12:00:00 AM,Truck Containers Empty,164544,139551
US-Canada Border,05/01/2002 12:00:00 AM,Rail Containers Full,118070,107229
US-Canada Border,05/01/2002 12:00:00 AM,Pedestrians,96133,26064
US-Canada Border,05/01/2002 12:00:00 AM,Truck Containers Empty,93073,86245
US-Canada Border,05/01/2002 12:00:00 AM,Rail Containers Empty,37532,42129
US-Mexico Border,05/01/2002 12:00:00 AM,Rail Containers Empty,28390,30612
US-Mexico Border,05/01/2002 12:00:00 AM,Buses,25294,18927
US-Mexico Border,05/01/2002 12:00:00 AM,Rail Containers Full,23270,26424
US-Canada Border,05/01/2002 12:00:00 AM,Train Passengers,20474,13775
US-Canada Border,05/01/2002 12:00:00 AM,Buses,15513,9052
US-Canada Border,05/01/2002 12:00:00 AM,Trains,2843,2508
US-Mexico Border,05/01/2002 12:00:00 AM,Train Passengers,1176,1042
US-Mexico Border,05/01/2002 12:00:00 AM,Trains,682,708
US-Mexico Border,05/01/2001 12:00:00 AM,Personal Vehicle Passengers,17849208,14073611
US-Mexico Border,05/01/2001 12:00:00 AM,Personal Vehicles,8202683,6477486
US-Canada Border,05/01/2001 12:00:00 AM,Personal Vehicle Passengers,6359599,4717041
US-Mexico Border,05/01/2001 12:00:00 AM,Pedestrians,4144573,3734942
US-Canada Border,05/01/2001 12:00:00 AM,Personal Vehicles,3117367,2287307
US-Canada Border,05/01/2001 12:00:00 AM,Trucks,625675,507118
US-Canada Border,05/01/2001 12:00:00 AM,Truck Containers Full,521415,372497
US-Canada Border,05/01/2001 12:00:00 AM,Bus Passengers,455731,207978
US-Mexico Border,05/01/2001 12:00:00 AM,Trucks,387767,397124
US-Mexico Border,05/01/2001 12:00:00 AM,Bus Passengers,268242,234101
US-Mexico Border,05/01/2001 12:00:00 AM,Truck Containers Full,217992,254759
US-Mexico Border,05/01/2001 12:00:00 AM,Truck Containers Empty,168233,139264
US-Canada Border,05/01/2001 12:00:00 AM,Rail Containers Full,123144,107070
US-Canada Border,05/01/2001 12:00:00 AM,Truck Containers Empty,90500,86202
US-Canada Border,05/01/2001 12:00:00 AM,Pedestrians,74052,25584
US-Canada Border,05/01/2001 12:00:00 AM,Rail Containers Empty,41281,42137
US-Mexico Border,05/01/2001 12:00:00 AM,Rail Containers Empty,26725,30651
US-Mexico Border,05/01/2001 12:00:00 AM,Buses,25275,18863
US-Mexico Border,05/01/2001 12:00:00 AM,Rail Containers Full,24284,26445
US-Canada Border,05/01/2001 12:00:00 AM,Train Passengers,20813,13705
US-Canada Border,05/01/2001 12:00:00 AM,Buses,16579,8977
US-Canada Border,05/01/2001 12:00:00 AM,Trains,2964,2504
US-Mexico Border,05/01/2001 12:00:00 AM,Train Passengers,2002,1032
US-Mexico Border,05/01/2001 12:00:00 AM,Trains,706,708
US-Mexico Border,05/01/2000 12:00:00 AM,Personal Vehicle Passengers,20888850,14004770
US-Canada Border,05/01/2000 12:00:00 AM,Personal Vehicle Passengers,8053354,4683340
US-Mexico Border,05/01/2000 12:00:00 AM,Personal Vehicles,7936400,6462749
US-Mexico Border,05/01/2000 12:00:00 AM,Pedestrians,3716815,3735126
US-Canada Border,05/01/2000 12:00:00 AM,Personal Vehicles,3086634,2279233
US-Canada Border,05/01/2000 12:00:00 AM,Trucks,635253,505824
US-Canada Border,05/01/2000 12:00:00 AM,Truck Containers Full,491862,371291
US-Canada Border,05/01/2000 12:00:00 AM,Bus Passengers,453253,205500
US-Mexico Border,05/01/2000 12:00:00 AM,Trucks,401676,397079
US-Mexico Border,05/01/2000 12:00:00 AM,Bus Passengers,231533,234127
US-Mexico Border,05/01/2000 12:00:00 AM,Truck Containers Full,218987,255121
US-Mexico Border,05/01/2000 12:00:00 AM,Truck Containers Empty,172205,138931
US-Canada Border,05/01/2000 12:00:00 AM,Rail Containers Full,104589,107095
US-Canada Border,05/01/2000 12:00:00 AM,Truck Containers Empty,79686,86268
US-Canada Border,05/01/2000 12:00:00 AM,Pedestrians,58651,25250
US-Canada Border,05/01/2000 12:00:00 AM,Rail Containers Empty,32484,42235
US-Mexico Border,05/01/2000 12:00:00 AM,Rail Containers Empty,29393,30664
US-Mexico Border,05/01/2000 12:00:00 AM,Rail Containers Full,22560,26484
US-Mexico Border,05/01/2000 12:00:00 AM,Buses,21723,18834
US-Canada Border,05/01/2000 12:00:00 AM,Train Passengers,19130,13650
US-Canada Border,05/01/2000 12:00:00 AM,Buses,17306,8892
US-Canada Border,05/01/2000 12:00:00 AM,Trains,2842,2500
US-Mexico Border,05/01/2000 12:00:00 AM,Train Passengers,1832,1024
US-Mexico Border,05/01/2000 12:00:00 AM,Trains,590,709
US-Mexico Border,05/01/1999 12:00:00 AM,Personal Vehicle Passengers,20777088,13935665
US-Canada Border,05/01/1999 12:00:00 AM,Personal Vehicle Passengers,9073447,4638543
US-Mexico Border,05/01/1999 12:00:00 AM,Personal Vehicles,7680209,6450326
US-Mexico Border,05/01/1999 12:00:00 AM,Pedestrians,4069884,3731710
US-Canada Border,05/01/1999 12:00:00 AM,Personal Vehicles,3217670,2269657
US-Canada Border,05/01/1999 12:00:00 AM,Trucks,571670,505152
US-Canada Border,05/01/1999 12:00:00 AM,Bus Passengers,473262,202768
US-Canada Border,05/01/1999 12:00:00 AM,Truck Containers Full,465542,370329
US-Mexico Border,05/01/1999 12:00:00 AM,Trucks,359245,397465
US-Mexico Border,05/01/1999 12:00:00 AM,Bus Passengers,302680,233428
US-Mexico Border,05/01/1999 12:00:00 AM,Truck Containers Full,195097,255733
US-Mexico Border,05/01/1999 12:00:00 AM,Truck Containers Empty,155354,138763
US-Canada Border,05/01/1999 12:00:00 AM,Rail Containers Full,108762,107078
US-Canada Border,05/01/1999 12:00:00 AM,Pedestrians,74546,24747
US-Canada Border,05/01/1999 12:00:00 AM,Truck Containers Empty,68943,86445
US-Canada Border,05/01/1999 12:00:00 AM,Rail Containers Empty,31185,42347
US-Mexico Border,05/01/1999 12:00:00 AM,Buses,24966,18772
US-Mexico Border,05/01/1999 12:00:00 AM,Rail Containers Empty,22234,30750
US-Canada Border,05/01/1999 12:00:00 AM,Train Passengers,20959,13576
US-Mexico Border,05/01/1999 12:00:00 AM,Rail Containers Full,20911,26541
US-Canada Border,05/01/1999 12:00:00 AM,Buses,18065,8799
US-Canada Border,05/01/1999 12:00:00 AM,Trains,2899,2496
US-Mexico Border,05/01/1999 12:00:00 AM,Train Passengers,1732,1017
US-Mexico Border,05/01/1999 12:00:00 AM,Trains,512,711
